Cell_line	Cancer_type	Tissue_type	SIDM	growth_properties	MSI_status	methylation_data	expression_data	cnv_data	crispr_ko_data	fusion_data	drug_data	cancer_type_detail	sample_site	gender	ethnicity	smoking_status	BROAD_ID	COSMIC_ID	CCLE_ID
SH-4	Melanoma	Skin	SIDM01079	Adherent	MSS	True	True	True	False	True	True	Melanoma	Unknown	Female	White	Unknown	ACH-000441	909713	SH4_SKIN
OC-314	Ovarian Carcinoma	Ovary	SIDM00220	Adherent	MSI	True	True	True	True	True	True	Ovarian Serous Adenocarcinoma	Ascites	Female	Unknown	Unknown	ACH-000962	909257	OC314_OVARY
KYM-1	Rhabdomyosarcoma	Soft Tissue	SIDM00552	Unknown	MSS	True	True	True	False	True	True	Alveolar Rhabdomyosarcoma	Neck	Unknown	East Asian	Unknown	ACH-000607	1240166	KYM1_SOFT_TISSUE
SK-HEP-1	Hepatocellular Carcinoma	Liver	SIDM01110	Adherent	MSS	True	True	True	False	True	True	Hepatocellular Carcinoma	Ascites	Male	White	Unknown	ACH-000361	909719	SKHEP1_LIVER
RT-112	Bladder Carcinoma	Bladder	SIDM00402	Unknown	MSS	True	True	True	False	True	True	Bladder Carcinoma	Unknown	Female	Unknown	Unknown	ACH-000473	909704	RT112_URINARY_TRACT
UACC-812	Breast Carcinoma	Breast	SIDM01187	Adherent	MSS	True	True	True	False	True	True	Invasive Ductal Carcinoma not Otherwise Specified	Mammary gland	Female	Unknown	Unknown	ACH-000568	910910	UACC812_BREAST
G-361	Melanoma	Skin	SIDM00857	Adherent	MSS	True	True	True	False	True	True	Melanoma	Unknown	Male	White	Unknown	ACH-000572	906865	G361_SKIN
SNU-387	Hepatocellular Carcinoma	Liver	SIDM01180	Adherent	MSS	True	True	True	False	False	True	Hepatocellular Carcinoma	Liver	Female	East Asian	Unknown	ACH-000478	909736	SNU387_LIVER
MN-60	B-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00438	Suspension	MSI	True	True	True	False	True	True	B Acute Lymphoblastic Leukemia	Peripheral blood	Male	Unknown	Unknown	ACH-002275	908143	MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCI-H1648	Non-Small Cell Lung Carcinoma	Lung	SIDM00746	Adherent	MSS	True	True	True	False	True	True	Lung Adenocarcinoma	Lymph node	Male	Black	Unknown	ACH-000766	687799	NCIH1648_LUNG
EW-16	Ewing's Sarcoma	Bone	SIDM00198	Unknown	MSS	True	True	True	True	True	True	Ewing's Sarcoma	Unknown	Unknown	Unknown	Unknown	ACH-002114	949165	EW16_BONE
C32	Melanoma	Skin	SIDM00890	Adherent	MSS	True	True	True	False	True	True	Amelanotic Melanoma	Unknown	Male	White	Unknown	ACH-000580	906830	C32_SKIN
CAPAN-2	Pancreatic Carcinoma	Pancreas	SIDM00943	Adherent	MSS	True	True	True	False	True	True	Pancreatic Ductal Adenocarcinoma	Unknown	Male	White	Unknown	ACH-000107	910915	CAPAN2_PANCREAS
OVKATE	Ovarian Carcinoma	Ovary	SIDM00466	Unknown	MSS	True	True	True	False	True	True	High Grade Ovarian Serous Adenocarcinoma	Ovary	Female	East Asian	Unknown	ACH-000443	1240199	OVKATE_OVARY
BB65-RCC	Kidney Carcinoma	Kidney	SIDM00191	Unknown	MSS	True	True	True	False	True	True	Renal Cell Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002090	753533	BB65RCC_KIDNEY
OS-RC-2	Kidney Carcinoma	Kidney	SIDM00239	Adherent	MSS	True	True	True	False	True	True	Renal Cell Carcinoma	Unknown	Male	East Asian	Unknown	ACH-000159	909250	OSRC2_KIDNEY
RPMI-8866	Chronic Myelogenous Leukemia	Haematopoietic and Lymphoid	SIDM00482	Suspension	MSS	True	True	True	False	True	True	Chronic Myelogenous Leukemia	Peripheral blood	Female	Unknown	Unknown	ACH-002302	910544	RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BE-13	T-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM01245	Suspension	MSS	True	True	True	False	True	True	Childhood T Acute Lymphoblastic Leukemia	Peripheral Blood	Female	Unknown	Unknown	ACH-002216	906763	BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SCC-4	Oral Cavity Carcinoma	Head and Neck	SIDM01081	Adherent	MSS	True	True	True	True	True	True	Tongue Squamous Cell Carcinoma	Tongue	Male	Unknown	Unknown	ACH-000238	910904	SCC4_UPPER_AERODIGESTIVE_TRACT
MFM-223	Breast Carcinoma	Breast	SIDM00332	Adherent	MSS	True	True	True	True	True	True	Breast Carcinoma	Pleural effusion	Female	Unknown	Unknown	ACH-001819	910948	MFM223_BREAST
LU-139	Small Cell Lung Carcinoma	Lung	SIDM00293	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Unknown	Male	East Asian	Unknown	ACH-002052	713878	LU139_LUNG
KGN	Other Solid Carcinomas	Ovary	SIDM00302	Adherent	MSS	True	True	True	False	False	True	Ovarian Granulosa Cell Tumor	Peritoneum	Female	Unknown	Unknown	ACH-002149	924186	KGN_OVARY
NCI-N87	Gastric Carcinoma	Stomach	SIDM01147	Adherent	MSS	True	True	True	True	True	True	Gastric Tubular Adenocarcinoma	Liver	Male	Unknown	Unknown	ACH-000427	908461	NCIN87_STOMACH
KYSE-180	Esophageal Squamous Cell Carcinoma	Esophagus	SIDM01030	Adherent	MSS	True	True	True	False	True	True	Esophageal Squamous Cell Carcinoma	Middle intrathoracic oesophagus	Male	East Asian	Unknown	ACH-000693	907318	KYSE180_OESOPHAGUS
CAS-1	Glioblastoma	Central Nervous System	SIDM00212	Adherent	MSS	True	True	True	True	False	True	Glioblastoma	Unknown	Male	Unknown	Unknown	ACH-000464	910943	CAS1_CENTRAL_NERVOUS_SYSTEM
COLO-668	Small Cell Lung Carcinoma	Lung	SIDM00143	Semi-Adherent	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Brain	Female	Unknown	Unknown	ACH-000803	910692	COLO668_LUNG
NCI-H1915	Non-Small Cell Lung Carcinoma	Lung	SIDM00763	Adherent	MSS	True	True	True	True	True	True	Non-Small Cell Lung Carcinoma	Brain	Female	White	Unknown	ACH-000434	1240184	NCIH1915_LUNG
TT	Thyroid Gland Carcinoma	Thyroid	SIDM00484	Adherent	MSS	True	True	True	False	True	True	Hereditary Thyroid Gland Medullary Carcinoma	Thyroid	Female	White	Unknown	ACH-001321	930299	TT_THYROID
CCRF-CEM	T-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00121	Suspension	MSS	True	True	True	False	True	True	Childhood T Acute Lymphoblastic Leukemia	Unknown	Female	White	Unknown	ACH-001738	905952	CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DEL	T-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00949	Suspension	MSS	True	True	True	False	True	True	Anaplastic Large Cell Lymphoma	Pleural Effusion	Male	Unknown	Unknown	ACH-000233	906836	DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
639-V	Bladder Carcinoma	Bladder	SIDM00999	Adherent	MSS	True	True	True	False	True	True	Bladder Carcinoma	Left ureter	Male	White	Unknown	ACH-000973	906798	639V_URINARY_TRACT
NUGC-3	Gastric Carcinoma	Stomach	SIDM00572	Unknown	MSI	True	True	True	True	True	True	Gastric Adenocarcinoma	Brachial Muscle	Male	Unknown	Unknown	ACH-000911	908455	NUGC3_STOMACH
EN	Endometrial Carcinoma	Endometrium	SIDM01045	Adherent	MSS	True	True	True	False	True	True	Endometrial Carcinoma	Cervical endometrium	Female	East Asian	Unknown	ACH-000978	1240127	EN_ENDOMETRIUM
HOP-62	Non-Small Cell Lung Carcinoma	Lung	SIDM00133	Unknown	MSS	False	True	True	True	True	True	Lung Adenocarcinoma	Unknown	Female	Unknown	Unknown	ACH-000861	905972	HOP62_LUNG
ES4	Ewing's Sarcoma	Bone	SIDM00264	Unknown	MSS	True	True	True	True	True	True	Ewing's Sarcoma	Unknown	Male	Unknown	Unknown	ACH-002105	949156	ES4_BONE
COR-L105	Non-Small Cell Lung Carcinoma	Lung	SIDM00513	Semi-Adherent	MSS	True	True	True	False	True	True	Lung Adenocarcinoma	Pleural effusion	Male	White	Unknown	ACH-000161	906805	CORL105_LUNG
GB-1	Glioblastoma	Central Nervous System	SIDM00581	Unknown	MSS	True	True	True	True	True	True	Glioblastoma	Unknown	Male	Unknown	Unknown	ACH-000738	687568	GB1_CENTRAL_NERVOUS_SYSTEM
HCC-44	Non-Small Cell Lung Carcinoma	Lung	SIDM01069	Adherent	MSS	True	True	True	False	True	True	Lung Adenocarcinoma	Lung	Female	Unknown	Unknown	ACH-000667	1240145	HCC44_LUNG
LB996-RCC	Kidney Carcinoma	Kidney	SIDM00180	Unknown	MSS	True	True	True	False	True	True	Renal Cell Carcinoma	Unknown	Male	Unknown	Unknown	ACH-002155	753585	LB996RCC_KIDNEY
OVCAR-5	Ovarian Carcinoma	Ovary	SIDM00091	Unknown	MSS	True	True	True	True	True	True	High Grade Ovarian Serous Adenocarcinoma	Unknown	Unknown	Unknown	Unknown	ACH-001151	905969	OVCAR5_OVARY
SU8686	Pancreatic Carcinoma	Pancreas	SIDM01188	Adherent	MSS	True	True	True	True	True	True	Pancreatic Adenocarcinoma	Liver	Female	White	Unknown	ACH-000114	1240218	SU8686_PANCREAS
PANC-04-03	Pancreatic Carcinoma	Pancreas	SIDM01137	Adherent	MSS	True	True	True	True	True	True	Pancreatic Ductal Adenocarcinoma	Pancreas	Male	White	Unknown	ACH-000235	1298476	PANC0403_PANCREAS
SK-LU-1	Non-Small Cell Lung Carcinoma	Lung	SIDM01108	Adherent	MSS	True	True	True	False	True	True	Lung Adenocarcinoma	Unknown	Female	White	Unknown	ACH-000309	909721	SKLU1_LUNG
SK-MEL-28	Melanoma	Skin	SIDM00081	Adherent	MSS	True	True	True	False	True	True	Cutaneous Melanoma	Unknown	Male	Unknown	Unknown	ACH-000615	905954	SKMEL28_SKIN
MKN1	Gastric Carcinoma	Stomach	SIDM00271	Adherent	MSS	True	True	True	False	True	True	Gastric Adenosquamous Carcinoma	Lymph Node	Male	East Asian	Unknown	ACH-000351	908138	MKN1_STOMACH
RERF-GC-1B	Gastric Carcinoma	Stomach	SIDM00358	Unknown	MSS	True	True	True	True	True	True	Gastric Adenocarcinoma	Pyloric lymph nodes	Male	East Asian	Unknown	ACH-000144	1240209	RERFGC1B_STOMACH
NCI-H2810	Mesothelioma	Lung	SIDM00311	Unknown	MSS	True	True	True	False	True	True	Pleural Epithelioid Mesothelioma	Unknown	Unknown	Unknown	Unknown	ACH-002133	1240137	H2810_PLEURA
MZ1-PC	Pancreatic Carcinoma	Pancreas	SIDM00053	Unknown	MSS	True	True	True	False	True	True	Pancreatic Ductal Adenocarcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002164	753595	MZ1PC_PANCREAS
HuP-T3	Pancreatic Carcinoma	Pancreas	SIDM00533	Adherent	MSS	True	True	True	True	True	True	Pancreatic Adenocarcinoma	Ascites	Male	East Asian	Unknown	ACH-000118	907285	HUPT3_PANCREAS
BT-483	Breast Carcinoma	Breast	SIDM00892	Adherent	MSS	True	True	True	False	True	True	Invasive Ductal Carcinoma not Otherwise Specified	Mammary gland	Female	White	Unknown	ACH-000818	949093	BT483_BREAST
MC-IXC	Ewing's Sarcoma	Bone	SIDM01246	Adherent	MSS	True	True	True	True	True	True	Askin's Tumor	Supra-orbital area	Female	White	Unknown	ACH-002160	908118	MCIXC_BONE
KP-1N	Pancreatic Carcinoma	Pancreas	SIDM00583	Adherent	MSS	True	True	True	True	True	True	Pancreatic Ductal Adenocarcinoma	Unknown	Male	White	Unknown	ACH-001107	1298216	KP1N_PANCREAS
NCI-H1092	Small Cell Lung Carcinoma	Lung	SIDM00653	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Bone marrow	Male	White	Unknown	ACH-000514	687997	NCIH1092_LUNG
EFO-27	Ovarian Carcinoma	Ovary	SIDM01051	Adherent	MSI	True	True	True	True	False	True	Ovarian Mucinous Adenocarcinoma	Omentum	Female	Unknown	Unknown	ACH-000936	906852	EFO27_OVARY
SUIT-2	Pancreatic Carcinoma	Pancreas	SIDM00371	Unknown	MSS	True	True	True	True	True	True	Pancreatic Ductal Adenocarcinoma	Liver	Male	East Asian	Unknown	ACH-000652	1240219	SUIT2_PANCREAS
AGS	Gastric Carcinoma	Stomach	SIDM00850	Adherent	MSS	True	True	True	True	True	True	Gastric Adenocarcinoma	Stomach	Female	White	Unknown	ACH-000880	906790	AGS_STOMACH
KYSE-220	Esophageal Squamous Cell Carcinoma	Esophagus	SIDM00551	Adherent	MSS	True	True	True	True	True	True	Esophageal Squamous Cell Carcinoma	Oesophagus	Male	East Asian	Unknown	ACH-002263	1240167	KYSE220_OESOPHAGUS
LCLC-103H	Non-Small Cell Lung Carcinoma	Lung	SIDM00345	Adherent	MSS	True	True	True	False	True	True	Large Cell Lung Carcinoma	Pleural effusion	Male	White	Unknown	ACH-000627	753586	LCLC103H_LUNG
SAS	Oral Cavity Carcinoma	Head and Neck	SIDM00351	Unknown	MSS	True	True	True	True	True	True	Tongue Squamous Cell Carcinoma	Tongue	Unknown	Unknown	Unknown	ACH-002029	909708	SAS_UPPER_AERODIGESTIVE_TRACT
SKN-3	Head and Neck Carcinoma	Head and Neck	SIDM00375	Unknown	MSS	True	True	True	True	True	True	Head and Neck Squamous Cell Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002305	1299059	SKN3_UPPER_AERODIGESTIVE_TRACT
SK-MEL-24	Melanoma	Skin	SIDM01106	Adherent	MSS	True	True	True	False	False	True	Melanoma	Lymph node	Male	White	Unknown	ACH-000822	909725	SKMEL24_SKIN
SW900	Squamous Cell Lung Carcinoma	Lung	SIDM01158	Adherent	MSS	True	True	True	False	True	True	Squamous Cell Lung Carcinoma	Lung	Male	White	Unknown	ACH-000669	724879	SW900_LUNG
COLO-680N	Esophageal Squamous Cell Carcinoma	Esophagus	SIDM00956	Adherent	MSS	True	True	True	True	True	True	Esophageal Squamous Cell Carcinoma	Oesophagus	Female	Black	Unknown	ACH-000717	906817	COLO680N_OESOPHAGUS
LOU-NH91	Squamous Cell Lung Carcinoma	Lung	SIDM00341	Adherent	MSS	True	True	True	True	True	True	Squamous Cell Lung Carcinoma	Lower right lung lobe	Female	Unknown	Unknown	ACH-000176	1298226	LOUNH91_LUNG
GI-ME-N	Neuroblastoma	Peripheral Nervous System	SIDM00227	Adherent	MSS	True	True	True	False	True	True	Neuroblastoma	Unknown	Female	White	Unknown	ACH-001344	906872	GIMEN_AUTONOMIC_GANGLIA
SNG-M	Endometrial Carcinoma	Endometrium	SIDM00373	Unknown	MSI	True	True	True	True	False	True	Endometrial Adenocarcinoma	Lymph node	Female	Unknown	Unknown	ACH-000974	909735	SNGM_ENDOMETRIUM
NCI-H2085	Non-Small Cell Lung Carcinoma	Lung	SIDM00709	Adherent	MSS	True	True	True	False	True	True	Non-Small Cell Lung Carcinoma	Unknown	Male	Unknown	Unknown	ACH-000451	687812	NCIH2085_LUNG
SW1990	Pancreatic Carcinoma	Pancreas	SIDM01165	Adherent	MSS	True	True	True	True	True	True	Pancreatic Adenocarcinoma	Spleen	Male	White	Unknown	ACH-000155	910907	SW1990_PANCREAS
HPAC	Pancreatic Carcinoma	Pancreas	SIDM00670	Adherent	MSS	True	True	True	False	True	True	Pancreatic Adenocarcinoma	Pancreas	Female	White	Unknown	ACH-000270	1298136	HPAC_PANCREAS
BICR78	Oral Cavity Carcinoma	Head and Neck	SIDM00501	Adherent	MSS	True	True	True	True	True	True	Oral Cavity Squamous Cell Carcinoma	Oral Aveolus	Male	White	Unknown	ACH-001332	1240122	BICR78_UPPER_AERODIGESTIVE_TRACT
BFTC-909	Kidney Carcinoma	Kidney	SIDM00988	Adherent	MSS	True	True	True	False	True	True	Renal Cell Carcinoma	Renal pelvis	Male	Unknown	Unknown	ACH-000792	910698	BFTC909_KIDNEY
KP-2	Pancreatic Carcinoma	Pancreas	SIDM00582	Adherent		False	True	False	False	False	True	Pancreatic Carcinoma	Unknown	Female	East Asian	Unknown	ACH-000281	1298218	KP2_PANCREAS
CAL-39	Other Solid Carcinomas	Vulva	SIDM00935	Adherent	MSS	True	True	True	False	True	True	Vulvar Squamous Cell Carcinoma	Vulva	Female	Unknown	Unknown	ACH-002091	924107	CAL39_VULVA
ALL-PO	B-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00211	Suspension	MSS	True	True	True	False	True	True	B Acute Lymphoblastic Leukemia	Unknown	Female	Unknown	Unknown	ACH-002209	910944	ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ARH-77	Non-Cancerous	Haematopoietic and Lymphoid	SIDM00900	Suspension	MSS	True	True	True	True	True	True	Non-Cancerous	Peripheral Blood	Female	White	Unknown	ACH-002210	906765	ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AsPC-1	Pancreatic Carcinoma	Pancreas	SIDM00899	Adherent	MSS	True	True	True	True	True	True	Pancreatic Ductal Adenocarcinoma	Ascites 	Female	White	Unknown	ACH-000222	910702	ASPC1_PANCREAS
CESS	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM00917	Suspension	MSS	True	True	True	False	True	True	Acute Myeloid Leukemia	Blood	Male	White	Unknown	ACH-002218	910688	CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CFPAC-1	Pancreatic Carcinoma	Pancreas	SIDM00130	Adherent	MSS	True	True	True	False	True	True	Pancreatic Ductal Adenocarcinoma	Liver	Male	White	Unknown	ACH-000138	906821	CFPAC1_PANCREAS
D-392MG	Glioblastoma	Central Nervous System	SIDM00542	Unknown	MSS	True	True	True	False	True	True	Glioblastoma	Unknown	Female	Unknown	Unknown	ACH-002227	946370	D392MG_CENTRAL_NERVOUS_SYSTEM
NCI-H2803	Mesothelioma	Lung	SIDM00309	Unknown	MSS	True	True	True	False	True	True	Malignant Pleural Mesothelioma	Unknown	Unknown	Unknown	Unknown	ACH-002131	1240135	H2803_PLEURA
LU-99A	Non-Small Cell Lung Carcinoma	Lung	SIDM01219	Unknown	MSS	True	True	True	True	False	True	Giant Cell Lung Carcinoma	Unknown	Male	East Asian	Unknown		907796	
KM12	Colorectal Carcinoma	Large Intestine	SIDM00150	Unknown	MSI	True	True	True	True	True	True	Colon Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-000969	905989	KM12_LARGE_INTESTINE
SJRH30	Rhabdomyosarcoma	Soft Tissue	SIDM01095	Adherent	MSS	True	True	True	False	True	True	Alveolar Rhabdomyosarcoma	Bone marrow	Male	White	Unknown	ACH-001189;ACH-001741;ACH-000833	909716	SJRH30_SOFT_TISSUE
A2058	Melanoma	Skin	SIDM00797	Adherent	MSS	True	True	True	True	True	True	Amelanotic Melanoma	Lymph node	Male	White	Unknown	ACH-000788	906792	A2058_SKIN
SNU-398	Hepatocellular Carcinoma	Liver	SIDM01181	Semi-Adherent	MSS	True	True	True	False	True	True	Hepatocellular Carcinoma	Liver	Male	East Asian	Unknown	ACH-000221	1240217	SNU398_LIVER
COLO-829	Melanoma	Skin	SIDM00909	Adherent	MSS	True	True	True	False	False	True	Melanoma	Unknown	Male	White	Unknown	ACH-000644	687448	COLO829_SKIN
CP50-MEL-B	Melanoma	Skin	SIDM00175	Unknown	MSS	True	True	True	False	True	True	Melanoma	Unknown	Unknown	Unknown	Unknown	ACH-002096	753545	CP50MELB_SKIN
FLO-1	Esophageal Carcinoma	Esophagus	SIDM01041	Adherent	MSS	True	True	True	True	True	True	Esophageal Adenocarcinoma	Unknown	Male	White	Unknown	ACH-001500	1503361	FLO1_OESOPHAGUS
RH-18	Rhabdomyosarcoma	Soft Tissue	SIDM00454	Adherent	MSS	True	True	True	False	True	True	Embryonal Rhabdomyosarcoma	Unknown	Unknown	Unknown	Unknown	ACH-000689	971774	RH18_SOFT_TISSUE
BB30-HNC	Head and Neck Carcinoma	Head and Neck	SIDM00172	Unknown	MSS	True	True	True	True	True	True	Head and Neck Squamous Cell Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002212	753531	BB30HNC_UPPER_AERODIGESTIVE_TRACT
KP-3	Pancreatic Carcinoma	Pancreas	SIDM00571	Adherent	MSS	True	True	True	True	True	True	Pancreatic Adenosquamous Carcinoma	Liver	Male	East Asian	Unknown	ACH-000108	1298219	KP3_PANCREAS
PL4	Pancreatic Carcinoma	Pancreas	SIDM00042	Unknown	MSS	True	True	True	True	True	True	Pancreatic Ductal Adenocarcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002186	1298533	PL4_PANCREAS
JSC-1	B-Cell Non-Hodgkin's Lymphoma	Haematopoietic and Lymphoid	SIDM00688	Suspension	MSS	True	True	True	False	True	True	Primary Effusion Lymphoma	Unknown	Male	Unknown	Unknown	ACH-002253	1327769	JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TCCSUP	Bladder Carcinoma	Bladder	SIDM01190	Adherent	MSS	True	True	True	False	True	True	Bladder Carcinoma	Neck of the urinary bladder	Female	Unknown	Unknown	ACH-000720	687459	TCCSUP_URINARY_TRACT
EMC-BAC-2	Non-Small Cell Lung Carcinoma	Lung	SIDM00047	Unknown	MSS	True	True	True	False	True	True	Non-Small Cell Lung Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-002102	1503370	EMCBAC2_LUNG
JHH-6	Hepatocellular Carcinoma	Liver	SIDM00615	Adherent	MSS	True	True	True	False	True	True	Hepatocellular Carcinoma	Unknown	Female	East Asian	Unknown	ACH-000217	1240159	JHH6_LIVER
NCI-H3118	Head and Neck Carcinoma	Head and Neck	SIDM00517	Unknown	MSS	True	True	True	True	True	True	Parotid Gland Mucoepidermoid Carcinoma	Unknown	Unknown	Unknown	Unknown		1240140	
OVISE	Ovarian Carcinoma	Ovary	SIDM00564	Adherent	MSS	True	True	True	True	True	True	Ovarian Clear Cell Adenocarcinoma	Innominate Bone	Female	East Asian	Unknown	ACH-000527	1240198	OVISE_OVARY
LN-405	Glioblastoma	Central Nervous System	SIDM00343	Adherent	MSS	True	True	True	False	True	True	Glioblastoma	Unknown	Female	Unknown	Unknown	ACH-002268	910694	LN405_CENTRAL_NERVOUS_SYSTEM
NCI-H1048	Small Cell Lung Carcinoma	Lung	SIDM00654	Adherent	MSI	True	True	True	False	True	True	Small Cell Lung Carcinoma	Pleural effusion	Female	Unknown	Unknown	ACH-000866	687995	NCIH1048_LUNG
Hs-445	Non-Cancerous	Haematopoietic and Lymphoid	SIDM00668	Suspension	MSS	True	True	True	False	False	True	Non-Cancerous	Lymph Node	Female	White	Unknown	ACH-002245	1322218	HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SK-ES-1	Ewing's Sarcoma	Bone	SIDM01111	Unknown	MSS	True	True	True	False	True	True	Ewing's Sarcoma	Bone	Male	White	Unknown	ACH-000087	684072	SKES1_BONE
MFE-296	Endometrial Carcinoma	Endometrium	SIDM00334	Adherent	MSI	True	True	True	True	True	True	Endometrial Adenocarcinoma	Unknown	Female	White	Unknown	ACH-000879	908130	MFE296_ENDOMETRIUM
PANC-03-27	Pancreatic Carcinoma	Pancreas	SIDM01138	Adherent	MSS	True	True	True	True	True	True	Pancreatic Adenocarcinoma	Pancreas	Female	White	Unknown	ACH-000139	925346	PANC0327_PANCREAS
HC-1	Other Blood Carcinomas	Haematopoietic and Lymphoid	SIDM01073	Suspension	MSS	True	True	True	False	False	True	Hairy Cell Leukemia	Unknown	Male	White	Unknown	ACH-002242	907044	HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EPLC-272H	Other Solid Carcinomas	Lung	SIDM01044	Adherent	MSS	True	True	True	True	True	True	Lung Mucoepidermoid Carcinoma	Lung	Male	White	Unknown	ACH-000585	753556	EPLC272H_LUNG
ALL-SIL	T-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00994	Suspension	MSS	True	True	True	False	True	True	Childhood T Acute Lymphoblastic Leukemia	Peripheral Blood	Male	Unknown	Unknown	ACH-000105	1295740	ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NOS-1	Osteosarcoma	Bone	SIDM00242	Adherent	MSS	True	True	True	False	True	True	Osteosarcoma	Unknown	Male	East Asian	Unknown	ACH-002067	925345	NOS1_BONE
CAL-120	Breast Carcinoma	Breast	SIDM00940	Adherent	MSS	True	True	True	False	True	True	Breast Carcinoma	Pleural Effusion	Female	Unknown	Unknown	ACH-000212	906826	CAL120_BREAST
KY821	Acute Myeloid Leukemia	Haematopoietic and Lymphoid	SIDM00553	Unknown	MSS	True	True	True	False	True	True	Acute Myelomonocytic Leukemia	Unknown	Male	East Asian	Unknown	ACH-002262	907300	KY821_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HCC1187	Breast Carcinoma	Breast	SIDM00885	Semi-Adherent	MSS	True	True	True	True	True	True	Ductal Breast Carcinoma	Mammary gland	Female	White	Unknown	ACH-000111	749711	HCC1187_BREAST
CL-40	Colorectal Carcinoma	Large Intestine	SIDM00960	Adherent	MSS	True	True	True	False	True	True	Colon Adenocarcinoma	Right colon	Female	Unknown	Unknown	ACH-000798	1240124	CL40_LARGE_INTESTINE
HT55	Colorectal Carcinoma	Large Intestine	SIDM00541	Adherent	MSS	True	True	True	True	True	True	Colon Carcinoma	Unknown	Unknown	Unknown	Unknown	ACH-000926	907287	HT55_LARGE_INTESTINE
HeLa	Cervical Carcinoma	Cervix	SIDM00846	Adherent	MSS	True	True	True	False	True	True	Cervical Adenocarcinoma	Cervix	Female	Black	Unknown	ACH-001086	1298134	HELA_CERVIX
NCI-H2141	Small Cell Lung Carcinoma	Lung	SIDM00699	Suspension	MSS	True	True	True	False	True	True	Small Cell Lung Carcinoma	Lymph node	Male	White	Unknown	ACH-001138	688014	NCIH2141_LUNG
ATN-1	T-Lymphoblastic Leukemia	Haematopoietic and Lymphoid	SIDM00233	Suspension	MSS	True	True	True	False	True	True	Adult Precursor T Lymphoblastic Leukemia	Unknown	Male	Unknown	Unknown	ACH-002058	910687	ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CAPAN-1	Pancreatic Carcinoma	Pancreas	SIDM00934	Adherent	MSS	True	True	True	True	True	True	Pancreatic Ductal Adenocarcinoma	Liver	Male	White	Unknown	ACH-000354	753624	CAPAN1_PANCREAS
